trial,num_servos,profit,service_rate,satisfaction_rate,avg_wait_time,cpu_ms,total_customers,served_customers,satisfied_customers
13,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9844351607757891,51,32,32
14,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.1754032253520563,51,32,32
15,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0313564504031092,51,32,32
16,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0425525806626426,51,32,32
17,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0276841944188722,51,32,32
18,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9788261298390646,51,32,32
19,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0397729035767336,51,32,32
20,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9938067735938896,51,32,32
21,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0414874188662055,51,32,32
22,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0348096764045618,51,32,32
23,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0279196761398306,51,32,32
24,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9920990322678981,51,32,32
25,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0536325798790542,51,32,32
26,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9669525809811368,51,32,32
27,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,0.9729758062730393,51,32,32
28,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0392296767320424,51,32,32
29,3,1040.0,62.745098039215684,62.745098039215684,27.941176470588236,1.0325719357370549,51,32,32
